label,id
0,2n8jsgc3zesrzem52hwdjc
0,7moqeuthtzib0fapj9cnpc
0,l7gkwu2g79echgqt4mlff4
0,5uq69y1trfg72rgwo9mjbk
0,nd5s6hj86ugq3pb60u2d0m
2,4qu9wac1d74jaj291e2m42
2,rd7zxdazi3fu7b4ck0j9af
2,mxyphpkr5p0c4y6gi23yds
2,1m8tak4c47w1ar6antjypp
2,e3rdadf81vexae8fdmlmqh
2,qoon60k9p05k3g9lnnmam8
2,rjjfmga7i3sknu4jg2tn5d
0,Ty5CEIsOQd-eavCNmLE4Tg
0,CPQz7-w3QfCAdtcNAwPzPw
0,5w4tfiogTqmOzxPlJfyjrA
0,8L7B3iWFTteKTfUxDyylOA
0,PSo3J2bOTom9ncR5INod4w
2,ZSbgtGDwR5a3sfK4qCMDJw
0,6jWixLucTuOqvZHMazDxhA
0,2nX-XGmkRe-TpbIfR4Q8vA
0,add04R4aR86gf4afRxxmhw
0,YJuqq7m7RNS0pEhFS3j8rA
0,UoyWH1neQyq-G3kxA3b0mQ
0,e60VZZAnQEKeb97yln1Ppg
0,jk1Z7GfNTLymyR4pLsE-rw
0,3rD6N-FnQnyoa3YwxbdCqg
0,7MxBgjFYQPOEbzH1HVctUw
0,gWQg_EEETyKgYwJxN-8nkw
0,_rmUHJXKStOHsdtKZ-SDzw
0,4KgaKNU6QXWWtayJvmusWg
0,nOQRSgY8SkeCV435AiEiXA
0,DHUjqmHnQumq1aJ-akcN3g
0,iiFObaWlRHCM0GYgkXZ76Q
0,4KtlDRI-RXy4GAI5UNpchw
0,j47GwESjSDy1AxeTqA33LQ
0,BpoYYy50SIWTF6VzkjaU-A
0,LouAJqlrQlmmtGvqGwTHew
0,9zQHhuCrT4-UWaYl3tb_Bg
0,a4djJFT6QaiS712NjOP-zg
2,gZ8qFmt1Roet4cdQl8Yj4w
2,i0GLECjbStCL-x2URN1iGA
0,WFAvSkoEQYaduC9C8-5RQw
0,2erqQJdxTM63h2PLMIRZvA
0,eW3c1eTVQRyC9KchxZVdRg
0,1W4osgEYTaSyBdAm_-yVQA
0,q1QKUAhhQHOJkK35NzWXqg
0,K1pPls1qQ_qHaSJt7Tbsjg
0,mvEay5jGRqS_qwLldGFUYA
0,ngck-gmQSBCZ-MbmqW1p-A
0,3wmAG3kERni5gUkIc79vHQ
0,EQsEh516QE--EM5PSK45IA
2,U4jXcO-LQi6EQVUpeK8bhg
2,SSoaH2MWQMagKxydRarBIw
2,XWVyWHhzQymoKLvQvT2AGg
2,vI904jrRTzaiVzu1WToPww
1,nD8ZAm0WTZ6l02Wj03crZQ
1,8Qm0oG8BRzqv3b0A8yU67Q
1,GkunFojARBqdg1-jzOWAMQ
1,B4i2w-N8S4uL7uyTEHlIdg
1,vNipnCLTT3WhH4kkw9F0AQ
1,Zo_eITrcQCafpLOKXtCuSw
1,-WKpR8iBR4CP8-SQ34jfcg
1,Y3Wmr7CYTcmG1KHtTNrKpg
1,StbN8oKURo60TYY9b8rnTw
1,6AtwlE3xSOWSSgR2KSq2mw
0,wCjq31P4RcKiOPVMp1MZFg
1,Gvm2qR0DTHOgtkmLsBclFg
1,kQ9s2J0nS02DSh0NX3dqZw
0,4zzDSh6gToiQfbloLhyUVQ
1,7ag175ITSHCeTCcGfcwKEw
1,fehfM11tSpirZVvp8MUMgQ
1,EDntJ875RpukcaSc8PYqbg
1,i_v8vvMaSISCraXqxDZT-Q
1,WVv14pQrSXmVWGuUtuwhNA
0,r2y2Dqm4Rca60DFCJ20KGg
0,91TTfrCcShSOHKfah4J9VA
0,F5AqufnWTI25kB5iBcuaUw
1,c7ggfGsjSRKURKI_RUquDg
1,E9vCho_rQmagdH3mWvG9LQ
1,yzrtpJthSDWPY_n-jNHjFg
0,_LlO6xYLT9WXM3W0-hG34w
0,HjmjOAA8RKqw2wzpOgI_PA
0,edTgmkNwT82fOAsZXgeMpg
1,RmXf2c14RIWg6aSrQXy39Q
1,c9x1QkU0TzSzN8POAKyHsA
2,XbLqa2doSL2Qg3Jij_Z68A
2,ZSU3r4usQCOeC0DIC8P6eA
2,tcx-d7bKQYiE6qPwz0Uw4w
2,GgFfzEmQTBGg5I23bJiHOA
2,03lF7YodQBq-vZy9tjPtsQ
2,Yw9QlNNxQECu75dDl2YMng
2,T1FQdKZJToSBEIa8cgoxLA
2,pVBqj_kjTF2JAwg7zzx3DA
2,Z5me_Sr0R6u3r1EPC5MQ_A
0,sjtbqUe7Q6ycid3ti-azGw
2,ehBVi_acSEaoZkWRcwhJbw
2,tKDWBOl4SjOZEkqkBMMh8w
2,0esIii_kTz-Ijw5kcj_9uQ
0,U0MzHFOTQq-CPExbV-sItA
0,U0MzHFOTQq-CPExbV-sItA
0,_Fc1wJs_RryYJAt7IXl7MA
0,G6eEH1xHSRmp9POAWSHR2A
0,xG7zgVtGQx6xg9OPgYUs5g
0,fozbf-x6Sl20nW6hs4PzKQ
0,7O3gjdC6TVKBCL2qQavs6A
0,ROf7C8haT1Wb7fIPHeDPMg
0,dCyLaZBFT4iFIFBDbz_18g
0,8s8BD-WKSDW6cTRcg1CJAA
0,epj0iCLqS-6DEta6agSh6Q
0,gqXog9npTTeAxG4c6veEDw
0,elPTKW05RtOLJcV3Ztzmnw
0,juJnoAC7Q8qo2mZOj7kmRQ
0,rm-B0d5URS-T2JtBKXVZBA
0,Vp8SGZj6TOuMNClCWLDhkQ
0,a30jWC6fTNKR12ed_rtMzA
0,JOLJ6paWRaCsLO_BdGO6rA
0,b3Trq416SliKD_iuA5lUzg
0,4B0YOKbjQ2OY4zIOwjxYCA
0,QuTXqRStSmieLcsJmqFCSA
0,nLq-9B1oRVWrBBUFwq6Y7g
0,bSx1viNwRMaG2akcZN2jng
0,wQFLa4RWSrub1wFzrWXOIQ
0,pBFgf2E4Q5WYyL206yqlRQ
0,wgmuINdZSPSswN-QTKvU0g
0,kquv9NLBRIiDKAIZv3wkaA
0,ajv7VQ_SQmqqPopYv6MzyQ
0,5H8rYQNnTnSKMNYXlRKF7g
0,5Z8tgMwqTVGfdciuPYnXig
0,z2AzSGQdQ56ryMCJgvtCgQ
0,Mdlu3fnqR4iBsuldXdW5iQ
0,6sqTvV7QQDy9GjIN4Y6lZQ
0,htXr2Nd4T3WmOvkxCp7-bw
0,vLIGZw1VSPuHI6W2OY_AdQ
0,7kEJB8JKQ2i_2SRmvgudhQ
0,5JUIA4djRbOpvOOqP9ZuRQ
0,EPgCu9m8S9-bySkCJngRvg
0,K5WoQ7umSYWTNBs4Sqpm3Q
0,kXR63FQKSvKQ4daX0B2iCA
0,CMC5YbVxQhGKJtRYuNkZlA
0,LZSnySCkRCWuXFvvAjbUcQ
0,_copVPYoSlaqEv6idn85kg
0,-OsWkCigR8mPT8QuILNEIQ
0,enTloMq9QLCPKKZLcBw8Yg
0,B_hIrUbhS_KTsvs3w7Ig9g
0,IXnbdaExS-yjLxV8gHebjg
0,5rSOiTgPTdSAG_y6hGTw5w
0,LBx8I7ZfQ_GUFbetB7allw
2,cNlDk-1NRF6LqDNWYYFVSA
2,M1kCu5j6SEO2k1V5kAhFrw
2,tQO0g_qtTSSz6s642iniew
0,1rwdnN7xRA-tO6NWrRJxnA
0,3If2y7XqTderJRAlqPE7sg
0,mJlDleDvQR-z-sN8Z2o64Q
0,cb2t19jrQ7K0Za13T1ITgw
0,9244d466-4b9c-442e-a180-dbdb6b3e2883
0,2f2e0f4b-d8f4-45bf-819d-ad9632fdf533
0,310bd8ac-7564-459d-abfd-03bd124ef62d
0,GZ4gqh5gLfD6sQwXyCijjQ
0,8lCSwntVKsWYO47JYo7MYg
0,H5TyWYUlceE5pkT2XEzeoQ
0,e_2vvvhAD6c1vgNC3QlbrQ
0,UmhatMrvrsZWB9griihf9Q
0,QKSgIguzD5Mb9Zxc2oUn-g
0,n9FLTum_J1D9TW0nCzT8kg
0,ez-9aYlcKBxXTPyzdfr0dA
0,pow5InNz5ygGaF7d10oCFw
2,reLAF4GlyuJ4WhK6entgGg
2,f2lt0fr4vql7a1t2bh8yli
0,8CRbkyTYRfLg6fOYvsqLdQ
0,ko6VA1YRgILaYh5-zeM5FQ
0,2pgtGBwi3y27Bh38hMLeNQ
0,PZoiGeAi8qh69tTTsjxorg
1,_NNHNo5iQwSgZaQz_AW1Jw
0,zrgzluLllKJiw2ePgykWSA
2,1mie-Jkvgg8BSDNc-40_KQ
1,sJ27bP9mZtgIIfeZFgGk_g
1,8x7K9EKwiCBTI9IUOS5pnw
0,MrL_r135WpsRYVTEh4l-ag
0,G_poiV9lKxwc3uTqg6KogQ
1,glaHpB_270b-WLnNtYMd0g
1,IYQl8E5nrGKN9EPG2RnlVQ
0,mBLSfIiFl9rEIaF-LTxUJQ
0,I6kEcpIH1-zOyRyKaP9-Jg
1,2zkUY13_v0n314N0IhMxgg
0,pTSyleijBLvAocK6hMT1Hw
0,vGtdtLwR7B7TIJBXjGR02g
0,6QeSpQmBmPb6hJeIfSevBw
1,4-I1014uUvbsaEBHwzJTGA
1,1_n05Qmtjrb29GicoLmQ4A
1,niTpu4JZ75raDs4z0mTUCw
1,ZgjkYJjjYE4WFTYWwXAj-A
0,zp7SMWrpXj3e3kfnfc5gVw
1,6rtb1y_3Qm8RJ5CMEtZrPg
1,ZmX9Z9FBUd-lrc1H5iYZ8Q
1,3200jHfyi3wjkOCZ_J4JiA
0,3dlaAI2sjXouihJstEOx5w
0,rorGkkkUism1gPlq_v_Fjw
0,d3Lef1rDe5KzazGh97e3Uw
0,7If8Fe5Uz9Kewn81cPXO6A
2,VPVe4jT7WMZ4YJlkj_wJRA
0,VqiHx4xklMdYSrhQ4H7NvA
0,EjUTwiRixxy0mg7beo9Now
0,clc6M_zRpcrW36NUpkpmfw
2,kimesA1o67aCMQJMF-Azvw
2,327I8RFBy8QEwl8jjkHiIQ
2,Y01BTjfo1dbJBcPbVYqxqA
2,M_H-ytJNNo-vyrGkJYRm_Q
2,8JhDIvWliIO0gCe-dD1QQw
2,CF_ieLpvX17QMN-13emX8A
0,dqw2URDLGc0rnu6vctiRfw
0,D2jZFjnLhobQUqecsqi9uw
0,ExDM_Z4S3adfFdMwfv5buQ
0,pI0C7mAyLm5w6dg_FPdVWw
2,zhgqc5v2abb0oxs9tkd7pa
2,sfPlVwrr2VPOf0RAjVi3Rw
2,5Q7ygo0EM7JRS-2tj8dFGg
0,Wu_cF-vLXpwMap8oKFTwwQ
2,sE9DTJbPJkYwq9SScp4dNA
2,n8S7OgNQSPRX7e3H94JQNg
2,sE_vFyE-DNp3WJg25lurAQ
0,ikYREFGFiQuDeOK10dbUNw
2,rYZ4vtCyyGeuDfmDTHNs1w
1,pXSSK8wIKEl1yxEAvThQag
2,YMxt9wTOywNDyzn2EfRx5Q
0,OMnVNQuxd3ZMuDEq2rQdzg
2,8FagwZNPr8g2yTYaoTB2-w
2,Qebgjr_FqefL1FaQQlsZTw
2,pToIogWv1GwzJXsmL3_SdA
2,tyup3zvhcnqsmxtt6cupqh
2,avo5hpefqij70ejozuk6gk
0,Xcyo5nP35IMhLt9vQXf5ag
0,QQXLzLOUeNAvhlPwBCqIjw
0,AUYGOsRptX59jUOtVvnGNw
2,RUWQsH2l-SWh37TQLNjeEg
1,tKjb8tEjDj44r1SUandxiA
0,B_X_YVibzOc37_BRz5eUFg
0,s6VLxc2B6_Y-jnZ6H_ifMw
0,FpF6yWc3GofFuOj8-haZGw
2,yqPkMuC0oGHiZP4a0hNh3A
0,l1OYLZJ2LkqagxPfzIIkpg
0,1qJ7FDD7G0Oi0-BqRR_4tQ
2,GPk1lEj_WwB9ZDtvRshhvQ
0,Qg2qTGwhTsLxYETWK8JF0g
1,2xTcWQHHmZkBsAByD9kTWA
1,RshwZQtCO0OK6y04VxkImA
1,VLZbqvgDP9i9m77mEXyPPQ
1,ol-wNeH-H1qBMJIJeE7pCw
1,fWCAuCCLVdWY8CzHNZKFWg
1,3faHSGcGWySQz37TJATfkQ
0,RI5qqrHXqQ5K_qANQO-pTg
0,7ROvQ2BZV0bEnwbdzSEiOw
1,hU_lwpIosdtGrSwnnqXGqQ
0,fM4PyMhjSN6pVM_jbndTVA
0,g2cy_cMwXtm6tZJQaLelQQ
1,gZUuYLpN6aBXjSXRAtb4Yw
1,fJECLZX7GhjNFB-lEJftuA
1,Pc-toBzZ2o4KDQl_XmQDvQ
0,rB1n2A2RvJ97z4yhVRODnQ
1,dWUugK9ctFgVQd_G_qqKPQ
1,gAGfuY6oCp3_sJKE8mrDCA
1,OkRbdLJ1K1rfS4OwhkJASw
1,qAuetgvkBjS-7joCc4M_Aw
2,HzSm-jpVcVJcdb5FebyL6g
2,YR5OaUhz4rGALn6j0T6W0w
2,l8m5x3TxjSMAftnV0Uph2A
0,xrCL_Q0BxSsklcEYTdmR8g
0,HsWkYdsMJptNShxW6SH5rQ
0,lENH1-lCBAypC4YQM7UCtQ
0,2QYFlV_P9jMR9fN1w-u0JA
0,n28hhKxVLtDj7kaZ-EhBOg
2,Tx7RvyPuLVkiJO6Etl3Cgg
1,CKkL9HRACwhTXvMbi7vBRg
0,u8iyDVw5FsZuTN9l5vmVYA
0,5-cGxXvXHplXCC1tCLArPg
0,F9f07Ua28vEtji_ptF7_OQ
2,NaRFBciUqpMF6VZT64cTtg
2,aUvLiuBl_S9ffcP8MAWutA
0,MHw-R89FAy0QoQyFCzm07w
0,IpIkmRhAuWFs6L7yH2LQrg
0,lan5gLqeCQld4xkgmVNNyQ
0,M2Jp0wH357PH8k_E5zV3fA
0,WwB_WYajoTetlZVpC6a5WQ
0,0PQ7aq-K6SqJtg_5uqmiwA
0,8SSeSUc6y7CrTg2pwH_Xjg
0,bq90ltheV21xIq3Nnk0oRA
2,FpazMYiWlcygXbBQQ5olVQ
2,fCYeGkkV0HYjU3r--XSxpw
0,degG4y2H1VAkw-3gQr5twA
0,9gPGuAE7fXetZoesHLcqSA
0,XL70zfzwme6t96Fxhmc0Qg
2,PHIDdUD5kswzV5yojmCdJw
0,1JLzUSmbpbTYLdlpJHvcug
2,10vCzhmpIBxSKhKdvh9A9A
2,hvhbsEqSlCaMfv_rkAiWVg
2,mgyY_10BdLbA5lgWM9Mc6Q
0,30Emd4Or_iKKVIUj9h_TvA
1,dcfZOFVglf_Yjqz7C0zGIA
0,E4vsOHyrTfFsFXWo0Siqqw
1,ds_kM7SVFMnT_5l1xTGafA
1,T7PYU7Om3FXgbugX_HmgVg
1,qL-8d4gtf6cbGLJUWrDXIA
1,vROjj0mJ2Cb2TBQESjP8Dg
2,3PJw7F0D_UZQNgCMYyiQvg
2,Iqjye0I0sZ7VtrN-Pb83Vg
2,UCRX1aJj1s2E4K129l4Sqw
1,HV6d8HVlgZWeZ73ljitClw
1,VWaSVwymIoWRxcRn-b2m4Q
1,TAdN1zHg4FdPEdzuORXO1g
1,kIQjFhYyhQGyPLb9mpAE8A
1,IdD4QX36rdTjHO9eUiIqjg
1,4v_HzP_jRTXn_yk5fgqiHQ
0,GTOIDopWix2fh0i_tF70LQ
1,h_NWIdmXXOtYrsBf_So5mw
1,PIGxB2uy6Qe5kOBf0Ej2MA
1,ReZRpaDvnzuUaXZ83aVThw
1,WTscu7F0fIY410j6OuVF9Q
1,x1u0p-9ZB52_TqVWd0GK1Q
1,Q73A-w4c4l5t-yIeWH59kQ
1,ey9zeyg2lh3nsq9enwnm5j
1,ug2vbHJL4EDPDdJL9NHSkA
1,ko1uc6vcXtEh01tJfIEryQ
1,xEk-zaq_Pz5wjolV8Rfrxw
1,Tai2w5bXvNoPqIrU51rWEQ
1,Bjl_rek-2zLC_dBUGahiEA
0,fN904Qd7pMeDlL6Jil9rVw
0,xGc-HyJ1Z8Hul2Uq0y0jNQ
0,wuyAqHYQN3VivgbYVsIIDQ
2,nvbqalh1q353rcesfhh8y0
2,hs1dvgfn43ha95mhjf4hc5
2,nct4q0aybjz09jfi4vhj1x
2,6uew8yhcufpx6uw6kkljjs
2,6nbxwf61tcoqu6mglytntv
2,3mwqnis4l66xklg701owtj
0,1q2P3LgbSAi7HKSi9cYw5w
0,drPOr7hrQGqCjFxN-ySjrg
0,8FKWT4JZQN--9jYX5RyAkQ
0,pAHSzOJ1QWqW6BKtB8b6WQ
0,V7yBpBWmRYus4AOPXUgctA
0,-NXsHSEnRXertLZYg1JjuQ
0,jZvlCrT8SL2UwWX3rjmy6g
0,W98QHatATTm2cMHauWoCqg
0,Wxi4hnD5SG6y-HpMB90dag
0,CKytcMNdQF6ytyi8Zl_3XA
0,El0ibvTcQtmomduYfsUmNA
0,Nl2QlPRMTjyaFydiiojPlg
2,sCJWGk_7QGSevFdX-1-fIA
2,oQuQICcPSSy20ygk2jNMrw
2,iITCDq-oSGqZYTnB-31j8g
1,cyo3XAFxQheE20hptabStQ
1,8Qm0oG8BRzqv3b0A8yU67Q
1,ugxVqE6zSbut1std9kWrfw
1,tf1U4qsIQtKq2m05VK8csA
1,v1Iw_5hISdmjAmp7RtJvKA
1,vKzTE_CLTU6I2r9b7J6iow
1,NY3kYtoGQVy4cMytCNcxcQ
1,qROB2b3NQ8Obe8YUVaa0MQ
0,3zxjbDTKQbi8KfYKNAOweQ
1,4AybIHAkSSWxIZoSFFBLVg
1,TN-oQuxDSKufn5zweW8nFw
1,Nyq4Mp0rRyW-TLghUwHwrw
1,R1MfjHINTFeBz08GvVmJqA
1,oNlfF5llRjOxJ0942FZc6Q
1,cAb_hkMBRhGheYf419rGuw
1,CsHd0qvbQlq4Bwp4_uTELA
1,-vCapzrZTB2UBS8HruTCeg
1,FYaR4aEGQS2EHrt3ZHxDYg
1,Gy5DjMkCTTO-kvQ_e-9Jhg
1,0nNerGlnSHSqsfTJY5MpCA
1,9jb6ixuIS8OtqkGX7J0whg
1,2i5jq39hTyuYnrxk1WX2Ag
1,JyKeqa9_TtqCCy12Xe-BlA
1,3RjoSJx7Se6Godu2AwH1-Q
1,yejCc_I3TQiOcvy7r6cz6g
1,rQ0-4D6pSMyMpzAD2c9lKg
0,3AtuDCRISOeCe_SUWh2rww
1,Nzh5e4IwTjOHerB1bIqyeA
1,DPp11Yj6TJ-QmYOPwpZWWA
1,x-Gbov09Tc6PBTBhdF-qZA
1,H_HwqsmQS_GJ_NmVlssWcg
1,mI0ykEO1Q0O4Yi6Jf49EMg
1,oxUyoR3yRhSk0BClnEVtqA
1,nGUBsM6cTAGFa_SvKcDTIw
1,19-zHQ6YTu-fQ_f7yQPGXg
1,10vtEhPcQBSCiscaiRA9sg
1,Y3Wmr7CYTcmG1KHtTNrKpg
1,XkRQTlPQRw2EFbO6MX2rZw
1,PULxFY7rS5unHiZDAv3gAg
1,uUKqw8uJQBmexRN1MX71Sw
1,BMqW3knWSA2izatHSAFsvw
1,trQSk1q3SpGNNiat7FV7Gw
1,A0heD1_eThaQoTFXDHW1ug
